chrom	start	end	width	gene_id
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21377615	21380378	2764	AT1G57720.1
1	21377735	21380382	2648	AT1G57720.2
1	21930010	21931366	1357	AT1G59670.1
1	21930010	21931366	1357	AT1G59670.1
1	21930010	21931366	1357	AT1G59670.1
1	21930010	21931366	1357	AT1G59670.1
1	21930010	21931366	1357	AT1G59670.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	21936296	21937959	1664	AT1G59700.1
1	26334250	26335558	1309	AT1G69920.1
1	26334250	26335558	1309	AT1G69920.1
1	26334250	26335558	1309	AT1G69920.1
1	26337497	26338795	1299	AT1G69930.1
1	26337497	26338795	1299	AT1G69930.1
1	26337497	26338795	1299	AT1G69930.1
1	26337497	26338795	1299	AT1G69930.1
1	26337497	26338795	1299	AT1G69930.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28023627	28024726	1100	AT1G74590.1
1	28250075	28251350	1276	AT1G75270.1
1	28250075	28251350	1276	AT1G75270.1
1	28250075	28251350	1276	AT1G75270.1
1	28250075	28251350	1276	AT1G75270.1
1	28250075	28251350	1276	AT1G75270.1
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29038375	29039838	1464	AT1G77290.1
1	29038432	29039838	1407	AT1G77290.2
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29117542	29120215	2674	AT1G77490.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29467437	29468374	938	AT1G78320.1
1	29472892	29473863	972	AT1G78340.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29482070	29482966	897	AT1G78360.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29484269	29485290	1022	AT1G78370.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29486413	29487906	1494	AT1G78380.1
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
1	29972108	29975281	3174	AT1G79650.2
1	29972108	29975281	3174	AT1G79650.4
1	29972108	29975271	3164	AT1G79650.1
1	29972108	29975271	3164	AT1G79650.3
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	626842	628676	1835	AT2G02380.1
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	628899	631114	2216	AT2G02390.1
2	628899	631114	2216	AT2G02390.3
2	628899	630797	1899	AT2G02390.2
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	7872251	7873912	1662	AT2G18110.1
2	12617936	12618899	964	AT2G29420.1
2	12617936	12618899	964	AT2G29420.1
2	12617936	12618899	964	AT2G29420.1
2	12617936	12618899	964	AT2G29420.1
2	12617936	12618899	964	AT2G29420.1
2	12620060	12621148	1089	AT2G29440.1
2	12620060	12621148	1089	AT2G29440.1
2	12620060	12621148	1089	AT2G29440.1
2	12624586	12625637	1052	AT2G29450.1
2	12624586	12625637	1052	AT2G29450.1
2	12624586	12625637	1052	AT2G29450.1
2	12624586	12625637	1052	AT2G29450.1
2	12624586	12625637	1052	AT2G29450.1
2	12626536	12627678	1143	AT2G29460.1
2	12626536	12627678	1143	AT2G29460.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12628541	12629543	1003	AT2G29470.1
2	12630198	12631321	1124	AT2G29480.1
2	12630198	12631321	1124	AT2G29480.1
2	12630198	12631321	1124	AT2G29480.1
2	12631378	12632473	1096	AT2G29490.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	15660859	15661925	1067	AT3G43800.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	18131829	18136343	4515	AT3G48900.2
3	18131829	18136341	4513	AT3G48900.1
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
3	19304991	19309574	4584	AT3G52050.2
3	19304991	19309574	4584	AT3G52050.4
3	19304993	19309580	4588	AT3G52050.5
3	19304993	19309574	4582	AT3G52050.1
3	19304993	19309574	4582	AT3G52050.3
