chrom	start	end	width	fst	p_value
1	12552903	12552903	1	0.01472	0.297931109
1	12553018	12553018	1	0.00886	0.403067906
1	12553018	12553018	1	0.00886	0.403067906
1	12553336	12553336	1	0.0139	0.188929343
1	12553336	12553336	1	0.0139	0.188929343
1	12553339	12553339	1	0.01023	0.499524004
1	12553339	12553339	1	0.01023	0.499524004
1	12553529	12553529	1	0.02198	0.051864003
1	12553529	12553529	1	0.02198	0.051864003
1	12553676	12553676	1	0.00134	0.764844108
1	12553676	12553676	1	0.00134	0.764844108
1	12553713	12553713	1	0.03906	0.021871054
1	12553713	12553713	1	0.03906	0.021871054
1	12553789	12553789	1	0.01547	0.200943396
1	12553789	12553789	1	0.01547	0.200943396
1	18459259	18459259	1	0.03566	0.011365263
1	18459349	18459349	1	0.00193	0.642120021
1	18459462	18459462	1	0.09587	5.6517e-05
1	18459680	18459680	1	0.0284	0.02355973
1	18459753	18459753	1	0.00299	0.510797276
1	18459756	18459756	1	0.13297	2.198e-06
1	20038438	20038438	1	0.04949	0.004497779
1	20038441	20038441	1	0.01375	0.182417582
1	20038538	20038538	1	0.00031	1
1	20038592	20038592	1	0.00021	1
1	20038628	20038628	1	0.02337	0.040048027
1	20038730	20038730	1	0.00919	0.50770612
1	20038905	20038905	1	0.01738	0.134194533
1	21378444	21378444	1	0.00499	0.410796989
1	21378444	21378444	1	0.00499	0.410796989
1	21378452	21378452	1	0.01512	0.185064935
1	21378452	21378452	1	0.01512	0.185064935
1	21378460	21378460	1	0.05098	0.004125258
1	21378460	21378460	1	0.05098	0.004125258
1	21378474	21378474	1	0.00769	0.519107847
1	21378474	21378474	1	0.00769	0.519107847
1	21378491	21378491	1	0.00637	0.335580836
1	21378491	21378491	1	0.00637	0.335580836
1	21378492	21378492	1	0.00532	0.471931479
1	21378492	21378492	1	0.00532	0.471931479
1	21378494	21378494	1	0.00122	0.750172975
1	21378494	21378494	1	0.00122	0.750172975
1	21378508	21378508	1	1e-05	1
1	21378508	21378508	1	1e-05	1
1	21378515	21378515	1	0.00084	1
1	21378515	21378515	1	0.00084	1
1	21378517	21378517	1	0.00566	0.470308159
1	21378517	21378517	1	0.00566	0.470308159
1	21378531	21378531	1	0.03206	0.02978512
1	21378531	21378531	1	0.03206	0.02978512
1	21378635	21378635	1	0.01058	0.498781761
1	21378635	21378635	1	0.01058	0.498781761
1	21378644	21378644	1	0.00084	0.729302835
1	21378644	21378644	1	0.00084	0.729302835
1	21378646	21378646	1	0.00084	0.729302835
1	21378646	21378646	1	0.00084	0.729302835
1	21378682	21378682	1	0.00423	0.551211716
1	21378682	21378682	1	0.00423	0.551211716
1	21378705	21378705	1	0.01265	0.200313972
1	21378705	21378705	1	0.01265	0.200313972
1	21378757	21378757	1	0.01538	0.163776178
1	21378757	21378757	1	0.01538	0.163776178
1	21378792	21378792	1	0.00732	0.274338018
1	21378792	21378792	1	0.00732	0.274338018
1	21378814	21378814	1	0.00832	0.505518261
1	21378814	21378814	1	0.00832	0.505518261
1	21378828	21378828	1	0.07679	9.9552e-05
1	21378828	21378828	1	0.07679	9.9552e-05
1	21378870	21378870	1	0.00056	1
1	21378870	21378870	1	0.00056	1
1	21378893	21378893	1	0.00643	0.400737184
1	21378893	21378893	1	0.00643	0.400737184
1	21378906	21378906	1	0.00027	1
1	21378906	21378906	1	0.00027	1
1	21378916	21378916	1	0.02947	0.035278994
1	21378916	21378916	1	0.02947	0.035278994
1	21378925	21378925	1	0.04719	0.005034435
1	21378925	21378925	1	0.04719	0.005034435
1	21378993	21378993	1	0.0088	0.501865776
1	21378993	21378993	1	0.0088	0.501865776
1	21379083	21379083	1	0.00553	0.402942913
1	21379083	21379083	1	0.00553	0.402942913
1	21379086	21379086	1	0.00598	0.401461419
1	21379086	21379086	1	0.00598	0.401461419
1	21379120	21379120	1	0.00718	0.51827957
1	21379120	21379120	1	0.00718	0.51827957
1	21379194	21379194	1	0.04224	0.008180415
1	21379194	21379194	1	0.04224	0.008180415
1	21379311	21379311	1	0.02046	0.138079591
1	21379311	21379311	1	0.02046	0.138079591
1	21379374	21379374	1	7e-05	1
1	21379374	21379374	1	7e-05	1
1	21379432	21379432	1	0.00899	0.503414029
1	21379432	21379432	1	0.00899	0.503414029
1	21379461	21379461	1	0.01833	0.126438662
1	21379461	21379461	1	0.01833	0.126438662
1	21379462	21379462	1	0.00895	0.502005231
1	21379462	21379462	1	0.00895	0.502005231
1	21379508	21379508	1	0.01935	0.123120693
1	21379508	21379508	1	0.01935	0.123120693
1	21379509	21379509	1	0.01877	0.124015044
1	21379509	21379509	1	0.01877	0.124015044
1	21379532	21379532	1	0.0124	0.192046518
1	21379532	21379532	1	0.0124	0.192046518
1	21379598	21379598	1	0.01367	0.19725588
1	21379598	21379598	1	0.01367	0.19725588
1	21379620	21379620	1	0.01851	0.130431986
1	21379620	21379620	1	0.01851	0.130431986
1	21379649	21379649	1	0.0161	0.137698377
1	21379649	21379649	1	0.0161	0.137698377
1	21379661	21379661	1	0.00843	0.504093567
1	21379661	21379661	1	0.00843	0.504093567
1	21379673	21379673	1	0.02102	0.062487449
1	21379673	21379673	1	0.02102	0.062487449
1	21379683	21379683	1	0.00235	0.686246815
1	21379683	21379683	1	0.00235	0.686246815
1	21379688	21379688	1	7e-05	1
1	21379688	21379688	1	7e-05	1
1	21379707	21379707	1	0.00452	0.424987021
1	21379707	21379707	1	0.00452	0.424987021
1	21379729	21379729	1	0.01848	0.064912675
1	21379729	21379729	1	0.01848	0.064912675
1	21379739	21379739	1	0.00143	0.696970242
1	21379739	21379739	1	0.00143	0.696970242
1	21379757	21379757	1	2e-05	1
1	21379757	21379757	1	2e-05	1
1	21379787	21379787	1	0.00177	0.638779805
1	21379787	21379787	1	0.00177	0.638779805
1	21379799	21379799	1	9e-05	1
1	21379799	21379799	1	9e-05	1
1	21379871	21379871	1	0.00779	0.50312144
1	21379871	21379871	1	0.00779	0.50312144
1	21379958	21379958	1	9e-04	0.76271096
1	21379958	21379958	1	9e-04	0.76271096
1	21380021	21380021	1	0.00042	1
1	21380021	21380021	1	0.00042	1
1	21380130	21380130	1	0.01318	0.215649351
1	21380130	21380130	1	0.01318	0.215649351
1	21380169	21380169	1	0.08068	0.000256276
1	21380169	21380169	1	0.08068	0.000256276
1	21930066	21930066	1	6e-05	1
1	21930068	21930068	1	0.00976	0.498750363
1	21930069	21930069	1	0.00976	0.498750363
1	21930209	21930209	1	0.00785	0.510374891
1	21936519	21936519	1	0.00047	1
1	21936527	21936527	1	0.00083	1
1	21936542	21936542	1	0.00072	1
1	21936548	21936548	1	0.00065	1
1	21936549	21936549	1	0.00058	1
1	21936560	21936560	1	0.00041	1
1	21936566	21936566	1	0.00952	0.500212495
1	21936570	21936570	1	1e-04	1
1	21936571	21936571	1	0.00844	0.28055926
1	21936582	21936582	1	0.00968	0.265097948
1	21936604	21936604	1	0.00741	0.525520388
1	21936627	21936627	1	0.01075	0.175828358
1	21936641	21936641	1	1e-04	1
1	21936646	21936646	1	0.00539	0.368795693
1	21936671	21936671	1	0.00769	0.275667444
1	21936677	21936677	1	0.00469	0.434592018
1	21936682	21936682	1	0.00038	1
1	21936689	21936689	1	0.03842	0.008745715
1	21936713	21936713	1	0.00046	1
1	21936718	21936718	1	0.00945	0.502491529
1	21936725	21936725	1	0.0282	0.036274436
1	21936743	21936743	1	0.00155	0.697944775
1	26335313	26335313	1	0.04732	0.003215255
1	26335326	26335326	1	0.07079	0.000170658
1	26335340	26335340	1	0.03709	0.013219296
1	26337939	26337939	1	0.0025	0.558629536
1	26338431	26338431	1	0.01089	0.499685535
1	26338607	26338607	1	0.01007	0.498218104
1	26338613	26338613	1	0.01007	0.498218104
1	26338640	26338640	1	0.02841	0.037392422
1	26338645	26338645	1	0.00928	0.502317019
1	28023655	28023655	1	0.01562	0.195997239
1	28023659	28023659	1	0.14543	2.8e-07
1	28023715	28023715	1	0.00887	0.515830575
1	28023743	28023743	1	0.00088	1
1	28023875	28023875	1	0.0807	0.000367339
1	28023891	28023891	1	0.0729	0.000333149
1	28023892	28023892	1	0.09199	4.0838e-05
1	28024081	28024081	1	0.00883	0.503207413
1	28024113	28024113	1	0.00833	0.507498027
1	28024137	28024137	1	0.00985	0.504716981
1	28024159	28024159	1	0.01404	0.196151459
1	28024187	28024187	1	0.09015	9.8722e-05
1	28024378	28024378	1	0.0766	0.000304657
1	28024410	28024410	1	0.01803	0.168632075
1	28024487	28024487	1	0.01272	0.221291183
1	28024524	28024524	1	0.00931	0.503875969
1	28250077	28250077	1	7e-04	0.850104088
1	28250207	28250207	1	0.00806	0.504971219
1	28250282	28250282	1	0.00486	0.371313862
1	28250312	28250312	1	0.03495	0.015659772
1	28250439	28250439	1	0.01353	0.190117801
1	29038870	29038870	1	0.01185	0.262016104
1	29038870	29038870	1	0.01185	0.262016104
1	29038900	29038900	1	0.01442	0.153172623
1	29038900	29038900	1	0.01442	0.153172623
1	29039014	29039014	1	0.0169	0.127240904
1	29039014	29039014	1	0.0169	0.127240904
1	29039147	29039147	1	0.00945	0.269776704
1	29039147	29039147	1	0.00945	0.269776704
1	29039154	29039154	1	0.01069	0.204043786
1	29039154	29039154	1	0.01069	0.204043786
1	29039155	29039155	1	0.00945	0.269776704
1	29039155	29039155	1	0.00945	0.269776704
1	29039206	29039206	1	0.04651	0.00701095
1	29039206	29039206	1	0.04651	0.00701095
1	29118370	29118370	1	0.00946	0.499374218
1	29118411	29118411	1	0.01318	0.215649351
1	29118550	29118550	1	0.01516	0.197225265
1	29119003	29119003	1	0.01244	0.208769634
1	29119070	29119070	1	0.00501	0.379872862
1	29119112	29119112	1	0.00047	1
1	29119215	29119215	1	0.01062	0.503892617
1	29119340	29119340	1	0.04653	0.010815866
1	29119345	29119345	1	0.01526	0.222007722
1	29119398	29119398	1	0.00973	0.288203869
1	29119456	29119456	1	0.00918	0.505464671
1	29119510	29119510	1	0.01245	0.180844055
1	29119577	29119577	1	0.01	0.50310559
1	29119608	29119608	1	0.02188	0.128374641
1	29119725	29119725	1	0.01531	0.206079174
1	29467677	29467677	1	0.08964	0.000339837
1	29467785	29467785	1	0.00475	0.456403453
1	29467788	29467788	1	0.00475	0.456403453
1	29467874	29467874	1	0.08179	0.000302387
1	29467910	29467910	1	0.01778	0.127783353
1	29467951	29467951	1	0.02109	0.075136592
1	29468181	29468181	1	0.07576	0.000989798
1	29468314	29468314	1	0.02381	0.120859209
1	29473260	29473260	1	0.02382	0.053917748
1	29482150	29482150	1	0.00626	0.360711191
1	29482158	29482158	1	0.02522	0.033532803
1	29482191	29482191	1	0.00814	0.312985607
1	29482224	29482224	1	0.03469	0.02604178
1	29482248	29482248	1	0.01876	0.149321267
1	29482261	29482261	1	0.0162	0.177932475
1	29482292	29482292	1	0.00044	0.832105483
1	29482294	29482294	1	0.00155	0.646026867
1	29482321	29482321	1	0.00207	0.678821264
1	29482336	29482336	1	0.00945	0.502491529
1	29482357	29482357	1	0.00831	0.51608559
1	29482447	29482447	1	0.00488	0.405596188
1	29482488	29482488	1	0.04274	0.00900255
1	29482511	29482511	1	0.0102	0.503345965
1	29482580	29482580	1	0.01647	0.19850122
1	29482621	29482621	1	0.01353	0.214878281
1	29482631	29482631	1	0.00015	1
1	29482633	29482633	1	0.00022	1
1	29482706	29482706	1	0.00363	0.531367694
1	29482735	29482735	1	0.01307	0.155415852
1	29482774	29482774	1	0.00515	0.429063026
1	29482847	29482847	1	0.01051	0.200049332
1	29482856	29482856	1	0.00815	0.292080622
1	29484497	29484497	1	0.0013	0.698581591
1	29484520	29484520	1	0.00881	0.220814314
1	29484549	29484549	1	0.00783	0.516311209
1	29484578	29484578	1	0.00076	0.737566041
1	29484599	29484599	1	0.02643	0.038985806
1	29484629	29484629	1	0.00227	0.556321519
1	29484673	29484673	1	0.0462	0.002452646
1	29484704	29484704	1	0.00101	0.70388141
1	29484933	29484933	1	0.01072	0.192731812
1	29484992	29484992	1	0.0314	0.034288844
1	29485013	29485013	1	0.02356	0.061926858
1	29485031	29485031	1	0.05594	0.002375388
1	29485125	29485125	1	0.00577	0.416839456
1	29485148	29485148	1	0.00522	0.421032903
1	29485160	29485160	1	0.00665	0.410625801
1	29486551	29486551	1	0.01634	0.17380661
1	29486658	29486658	1	0.00201	0.602546673
1	29486660	29486660	1	0.00012	1
1	29486667	29486667	1	0.01417	0.191852347
1	29486698	29486698	1	0.01867	0.126590795
1	29486711	29486711	1	0.01429	0.187693039
1	29486789	29486789	1	0.04887	0.001358088
1	29486797	29486797	1	0.019	0.058553953
1	29486920	29486920	1	0.00837	0.285249426
1	29486947	29486947	1	0.0366	0.0081452
1	29486976	29486976	1	0.02825	0.030074963
1	29487132	29487132	1	0.00859	0.514147688
1	29487183	29487183	1	0.01571	0.179456515
1	29487214	29487214	1	0.01672	0.176341731
1	29487262	29487262	1	0.04521	0.005531074
1	29487325	29487325	1	0.02	0.135472104
1	29972475	29972475	1	0.0092	0.510441022
1	29972475	29972475	1	0.0092	0.510441022
1	29972475	29972475	1	0.0092	0.510441022
1	29972475	29972475	1	0.0092	0.510441022
1	29972597	29972597	1	0.01926	0.134230142
1	29972597	29972597	1	0.01926	0.134230142
1	29972597	29972597	1	0.01926	0.134230142
1	29972597	29972597	1	0.01926	0.134230142
1	29972651	29972651	1	0.00236	0.688826424
1	29972651	29972651	1	0.00236	0.688826424
1	29972651	29972651	1	0.00236	0.688826424
1	29972651	29972651	1	0.00236	0.688826424
1	29972895	29972895	1	0.01155	0.498854087
1	29972895	29972895	1	0.01155	0.498854087
1	29972895	29972895	1	0.01155	0.498854087
1	29972895	29972895	1	0.01155	0.498854087
1	29972929	29972929	1	0.0303	0.035564648
1	29972929	29972929	1	0.0303	0.035564648
1	29972929	29972929	1	0.0303	0.035564648
1	29972929	29972929	1	0.0303	0.035564648
1	29972997	29972997	1	0.04852	0.006342088
1	29972997	29972997	1	0.04852	0.006342088
1	29972997	29972997	1	0.04852	0.006342088
1	29972997	29972997	1	0.04852	0.006342088
1	29973039	29973039	1	0.01291	0.225826193
1	29973039	29973039	1	0.01291	0.225826193
1	29973039	29973039	1	0.01291	0.225826193
1	29973039	29973039	1	0.01291	0.225826193
1	29973135	29973135	1	0.00737	0.520091411
1	29973135	29973135	1	0.00737	0.520091411
1	29973135	29973135	1	0.00737	0.520091411
1	29973135	29973135	1	0.00737	0.520091411
1	29973184	29973184	1	0.11295	1.511e-06
1	29973184	29973184	1	0.11295	1.511e-06
1	29973184	29973184	1	0.11295	1.511e-06
1	29973184	29973184	1	0.11295	1.511e-06
1	29973238	29973238	1	0.16335	8.4e-08
1	29973238	29973238	1	0.16335	8.4e-08
1	29973238	29973238	1	0.16335	8.4e-08
1	29973238	29973238	1	0.16335	8.4e-08
1	29973278	29973278	1	0.11082	1.3222e-05
1	29973278	29973278	1	0.11082	1.3222e-05
1	29973278	29973278	1	0.11082	1.3222e-05
1	29973278	29973278	1	0.11082	1.3222e-05
1	29973303	29973303	1	0.01045	0.508540605
1	29973303	29973303	1	0.01045	0.508540605
1	29973303	29973303	1	0.01045	0.508540605
1	29973303	29973303	1	0.01045	0.508540605
1	29973683	29973683	1	0.02354	0.120679212
1	29973683	29973683	1	0.02354	0.120679212
1	29973683	29973683	1	0.02354	0.120679212
1	29973683	29973683	1	0.02354	0.120679212
1	29973865	29973865	1	0.02606	0.052363277
1	29973865	29973865	1	0.02606	0.052363277
1	29973865	29973865	1	0.02606	0.052363277
1	29973865	29973865	1	0.02606	0.052363277
1	29973882	29973882	1	0.02493	0.122107667
1	29973882	29973882	1	0.02493	0.122107667
1	29973882	29973882	1	0.02493	0.122107667
1	29973882	29973882	1	0.02493	0.122107667
1	29973883	29973883	1	0.22898	2.6e-08
1	29973883	29973883	1	0.22898	2.6e-08
1	29973883	29973883	1	0.22898	2.6e-08
1	29973883	29973883	1	0.22898	2.6e-08
1	29973921	29973921	1	0.01281	0.242312706
1	29973921	29973921	1	0.01281	0.242312706
1	29973921	29973921	1	0.01281	0.242312706
1	29973921	29973921	1	0.01281	0.242312706
1	29974446	29974446	1	0.00364	0.491803878
1	29974446	29974446	1	0.00364	0.491803878
1	29974446	29974446	1	0.00364	0.491803878
1	29974446	29974446	1	0.00364	0.491803878
2	627331	627331	1	0.0124	0.221905167
2	627336	627336	1	0.01233	0.213199666
2	627340	627340	1	0	1
2	627373	627373	1	0.02663	0.034005849
2	627391	627391	1	0.061	0.00191266
2	627420	627420	1	0.00043	1
2	627427	627427	1	0.02405	0.04696048
2	627462	627462	1	0.02304	0.041879797
2	627508	627508	1	0.03238	0.017304877
2	627518	627518	1	0.03484	0.015088702
2	627520	627520	1	0.03936	0.00804545
2	627534	627534	1	0.02025	0.050890809
2	627555	627555	1	0.01481	0.182320442
2	627574	627574	1	0.02433	0.044662271
2	627625	627625	1	0.05035	0.001353082
2	627633	627633	1	0.00808	0.506766917
2	627647	627647	1	0.03204	0.025453371
2	627658	627658	1	0.00981	0.221546579
2	627717	627717	1	0.01709	0.133708858
2	627970	627970	1	0.02643	0.038985806
2	628193	628193	1	0.01362	0.114994553
2	628196	628196	1	0.01244	0.208769634
2	628266	628266	1	0.01297	0.199334642
2	628268	628268	1	0.04133	0.007018909
2	628333	628333	1	0.02662	0.045906348
2	628380	628380	1	0.00433	0.429111053
2	628383	628383	1	0.00507	0.42312115
2	628384	628384	1	0.00859	0.506145251
2	628388	628388	1	0.0031	0.595549963
2	628401	628401	1	0.0855	0.000266956
2	628461	628461	1	0.00097	1
2	629252	629252	1	0.03469	0.02604178
2	629252	629252	1	0.03469	0.02604178
2	629252	629252	1	0.03469	0.02604178
2	629485	629485	1	0.00816	0.519055287
2	629485	629485	1	0.00816	0.519055287
2	629485	629485	1	0.00816	0.519055287
2	629644	629644	1	0.00935	0.500145307
2	629644	629644	1	0.00935	0.500145307
2	629644	629644	1	0.00935	0.500145307
2	629664	629664	1	0.0282	0.036274436
2	629664	629664	1	0.0282	0.036274436
2	629664	629664	1	0.0282	0.036274436
2	629694	629694	1	0.00874	0.511596588
2	629694	629694	1	0.00874	0.511596588
2	629694	629694	1	0.00874	0.511596588
2	629707	629707	1	0.00175	0.704594484
2	629707	629707	1	0.00175	0.704594484
2	629707	629707	1	0.00175	0.704594484
2	629712	629712	1	1e-05	1
2	629712	629712	1	1e-05	1
2	629712	629712	1	1e-05	1
2	629752	629752	1	0.0046	0.418401486
2	629752	629752	1	0.0046	0.418401486
2	629752	629752	1	0.0046	0.418401486
2	629770	629770	1	0.00931	0.503875969
2	629770	629770	1	0.00931	0.503875969
2	629770	629770	1	0.00931	0.503875969
2	629776	629776	1	0.00276	0.555209345
2	629776	629776	1	0.00276	0.555209345
2	629776	629776	1	0.00276	0.555209345
2	629806	629806	1	8e-05	1
2	629806	629806	1	8e-05	1
2	629806	629806	1	8e-05	1
2	629863	629863	1	0.00514	0.42063257
2	629863	629863	1	0.00514	0.42063257
2	629863	629863	1	0.00514	0.42063257
2	629886	629886	1	0.0177	0.138187252
2	629886	629886	1	0.0177	0.138187252
2	629886	629886	1	0.0177	0.138187252
2	629896	629896	1	0.00714	0.312940032
2	629896	629896	1	0.00714	0.312940032
2	629896	629896	1	0.00714	0.312940032
2	629931	629931	1	0.00934	0.514616657
2	629931	629931	1	0.00934	0.514616657
2	629931	629931	1	0.00934	0.514616657
2	629942	629942	1	0.01006	0.51048951
2	629942	629942	1	0.01006	0.51048951
2	629942	629942	1	0.01006	0.51048951
2	629951	629951	1	0.02351	0.083288426
2	629951	629951	1	0.02351	0.083288426
2	629951	629951	1	0.02351	0.083288426
2	629976	629976	1	0.00826	0.333997737
2	629976	629976	1	0.00826	0.333997737
2	629976	629976	1	0.00826	0.333997737
2	630014	630014	1	0.02307	0.124728584
2	630014	630014	1	0.02307	0.124728584
2	630014	630014	1	0.02307	0.124728584
2	630042	630042	1	0.02456	0.123366399
2	630042	630042	1	0.02456	0.123366399
2	630042	630042	1	0.02456	0.123366399
2	630113	630113	1	0.01048	0.289651856
2	630113	630113	1	0.01048	0.289651856
2	630113	630113	1	0.01048	0.289651856
2	630348	630348	1	0.01036	0.501886792
2	630348	630348	1	0.01036	0.501886792
2	630348	630348	1	0.01036	0.501886792
2	630379	630379	1	0.00988	0.509836367
2	630379	630379	1	0.00988	0.509836367
2	630379	630379	1	0.00988	0.509836367
2	630387	630387	1	0.03559	0.033930448
2	630387	630387	1	0.03559	0.033930448
2	630387	630387	1	0.03559	0.033930448
2	7872766	7872766	1	0.02153	0.130808738
2	7872871	7872871	1	0.01284	0.216387337
2	7872888	7872888	1	0.02547	0.049947089
2	7872962	7872962	1	0.0491	0.005292935
2	7873005	7873005	1	0.02646	0.041748163
2	7873062	7873062	1	0.01499	0.189356189
2	7873077	7873077	1	0.0153	0.192543484
2	7873453	7873453	1	0.0181	0.123942138
2	7873484	7873484	1	0.01133	0.211817168
2	7873556	7873556	1	0.00801	0.502229654
2	7873660	7873660	1	0.01353	0.190117801
2	7873699	7873699	1	0.0088	0.501865776
2	7873734	7873734	1	0.06615	0.001300746
2	7873742	7873742	1	0.00923	0.501069138
2	7873756	7873756	1	0.01486	0.19379845
2	12617958	12617958	1	0.01687	0.172155689
2	12618038	12618038	1	0.04245	0.014467214
2	12618039	12618039	1	0.06004	0.002942477
2	12618055	12618055	1	0.00823	0.524921575
2	12618144	12618144	1	0.05413	0.002009959
2	12620981	12620981	1	0.00711	0.318501766
2	12624709	12624709	1	0.01404	0.209049774
2	12624752	12624752	1	0.01232	0.197403138
2	12624795	12624795	1	0.01622	0.163985186
2	12624832	12624832	1	0.00918	0.505464671
2	12624873	12624873	1	0.0336	0.022666669
2	12624874	12624874	1	0.01486	0.19379845
2	12624891	12624891	1	0.0162	0.177932475
2	12625436	12625436	1	0.0303	0.035564648
2	12627271	12627271	1	0.02078	0.146401985
2	12627273	12627273	1	0.01969	0.156410256
2	12627470	12627470	1	0.01159	0.232781168
2	12627493	12627493	1	0.01912	0.1287174
2	12627527	12627527	1	0.01596	0.199751861
2	12628741	12628741	1	0.01578	0.155229988
2	12628747	12628747	1	0.00985	0.318702073
2	12628783	12628783	1	0.00255	0.686747269
2	12629031	12629031	1	0.00689	0.409946971
2	12629084	12629084	1	0.01883	0.162541321
2	12629128	12629128	1	0.00559	0.451669988
2	12629196	12629196	1	0.00987	0.507002801
2	12629268	12629268	1	0.01096	0.500891266
2	12629305	12629305	1	0.00493	0.427423154
2	12629308	12629308	1	0.00516	0.423742725
2	12629357	12629357	1	0.0122	0.496971091
2	12629374	12629374	1	0.01264	0.236740804
2	12630481	12630481	1	0.00938	0.402911979
2	12630939	12630939	1	0.00904	0.509853539
2	12630940	12630940	1	0.03234	0.025225693
2	12632121	12632121	1	0.00733	0.337562153
3	15661067	15661067	1	0.01661	0.143083894
3	15661068	15661068	1	0.00833	0.51270449
3	15661189	15661189	1	0.00833	0.51270449
3	15661243	15661243	1	0.03442	0.027300429
3	15661505	15661505	1	0.00694	0.332091189
3	15661514	15661514	1	0.01564	0.14371292
3	15661550	15661550	1	0.01033	0.205746527
3	15661559	15661559	1	0.00059	1
3	15661568	15661568	1	0.02407	0.040942078
3	15661621	15661621	1	0.01444	0.195
3	15661665	15661665	1	0.02196	0.121569284
3	15661716	15661716	1	0.01526	0.222007722
3	18132190	18132190	1	0.02948	0.04603969
3	18132190	18132190	1	0.02948	0.04603969
3	18132213	18132213	1	0.01547	0.200943396
3	18132213	18132213	1	0.01547	0.200943396
3	18132248	18132248	1	0.01597	0.171459405
3	18132248	18132248	1	0.01597	0.171459405
3	18132346	18132346	1	0.02561	0.040444901
3	18132346	18132346	1	0.02561	0.040444901
3	18132524	18132524	1	0.0166	0.123983744
3	18132524	18132524	1	0.0166	0.123983744
3	18132547	18132547	1	0.02896	0.044627725
3	18132547	18132547	1	0.02896	0.044627725
3	18132652	18132652	1	0.00312	0.561226805
3	18132652	18132652	1	0.00312	0.561226805
3	18132676	18132676	1	0.02014	0.081589929
3	18132676	18132676	1	0.02014	0.081589929
3	18132677	18132677	1	0.03436	0.022128589
3	18132677	18132677	1	0.03436	0.022128589
3	18132688	18132688	1	0.02824	0.050511867
3	18132688	18132688	1	0.02824	0.050511867
3	18132714	18132714	1	0.02074	0.131639401
3	18132714	18132714	1	0.02074	0.131639401
3	18132739	18132739	1	0.00958	0.501298701
3	18132739	18132739	1	0.00958	0.501298701
3	18132795	18132795	1	0.03974	0.017795541
3	18132795	18132795	1	0.03974	0.017795541
3	18132983	18132983	1	0.01512	0.185064935
3	18132983	18132983	1	0.01512	0.185064935
3	18133016	18133016	1	0.07368	0.000569465
3	18133016	18133016	1	0.07368	0.000569465
3	18133020	18133020	1	0.00923	0.501069138
3	18133020	18133020	1	0.00923	0.501069138
3	18133092	18133092	1	0.03791	0.014209303
3	18133092	18133092	1	0.03791	0.014209303
3	18133117	18133117	1	0.02397	0.082330639
3	18133117	18133117	1	0.02397	0.082330639
3	18133121	18133121	1	0.02031	0.141478378
3	18133121	18133121	1	0.02031	0.141478378
3	18133326	18133326	1	0.00705	0.531508412
3	18133326	18133326	1	0.00705	0.531508412
3	18133343	18133343	1	0.0066	0.544820183
3	18133343	18133343	1	0.0066	0.544820183
3	18133359	18133359	1	0.01505	0.174542284
3	18133359	18133359	1	0.01505	0.174542284
3	18133423	18133423	1	0.00784	0.506127262
3	18133423	18133423	1	0.00784	0.506127262
3	18133462	18133462	1	0.00813	0.502366464
3	18133462	18133462	1	0.00813	0.502366464
3	18133489	18133489	1	0.00796	0.508476505
3	18133489	18133489	1	0.00796	0.508476505
3	18133507	18133507	1	0.00011	1
3	18133507	18133507	1	0.00011	1
3	18133615	18133615	1	0.0099	0.500365424
3	18133615	18133615	1	0.0099	0.500365424
3	18133664	18133664	1	0.05938	0.00172791
3	18133664	18133664	1	0.05938	0.00172791
3	18133666	18133666	1	0.01547	0.200943396
3	18133666	18133666	1	0.01547	0.200943396
3	18133707	18133707	1	0.01105	0.498811441
3	18133707	18133707	1	0.01105	0.498811441
3	18133782	18133782	1	0.04938	0.005476114
3	18133782	18133782	1	0.04938	0.005476114
3	18134016	18134016	1	0.0388	0.012620481
3	18134016	18134016	1	0.0388	0.012620481
3	18134160	18134160	1	2e-05	1
3	18134160	18134160	1	2e-05	1
3	18134199	18134199	1	0.02602	0.040947774
3	18134199	18134199	1	0.02602	0.040947774
3	18134200	18134200	1	0.01238	0.156206623
3	18134200	18134200	1	0.01238	0.156206623
3	18135187	18135187	1	0.00185	0.676739859
3	18135187	18135187	1	0.00185	0.676739859
3	18135316	18135316	1	1e-05	1
3	18135316	18135316	1	1e-05	1
3	18135352	18135352	1	0.03438	0.032585769
3	18135352	18135352	1	0.03438	0.032585769
3	18135356	18135356	1	0.00182	0.669164289
3	18135356	18135356	1	0.00182	0.669164289
3	18135360	18135360	1	0.0139	0.214071856
3	18135360	18135360	1	0.0139	0.214071856
3	18135386	18135386	1	0.00621	0.404917936
3	18135386	18135386	1	0.00621	0.404917936
3	18135901	18135901	1	0.00791	0.266849805
3	18135901	18135901	1	0.00791	0.266849805
3	18135934	18135934	1	0.01825	0.084701743
3	18135934	18135934	1	0.01825	0.084701743
3	18135956	18135956	1	0.01742	0.071831291
3	18135956	18135956	1	0.01742	0.071831291
3	18135972	18135972	1	0.01698	0.12898627
3	18135972	18135972	1	0.01698	0.12898627
3	18135983	18135983	1	0.00804	0.275647672
3	18135983	18135983	1	0.00804	0.275647672
3	18136069	18136069	1	0.01135	0.188799186
3	18136069	18136069	1	0.01135	0.188799186
3	18136170	18136170	1	0.0064	0.316984228
3	18136170	18136170	1	0.0064	0.316984228
3	19305227	19305227	1	0.00749	0.517318436
3	19305227	19305227	1	0.00749	0.517318436
3	19305227	19305227	1	0.00749	0.517318436
